Words,Translation,All_mean_valence,All_std_valence,All_N_valence,All_mean_arousal,All_std_arousal,All_N_arousal,All_mean_power,All_std_power,All_N_power,All_mean_age_of_acquisition,All_std_age_of_acquisition,All_N_age_of_acquisition,Men_mean_valence,Men_std_valence,Men_N_valence,Men_mean_arousal,Men_std_arousal,Men_N_arousal,Men_mean_power,Men_std_power,Men_N_power,Men_mean_age_of_acquisition,Men_std_age_of_acquisition,Men_N_age_of_acquisition,Women_mean_valence,Women_std_valence,Women_N_valence,Women_mean_arousal,Women_std_arousal,Women_N_arousal,Women_mean_power,Women_std_power,Women_N_power,Women_mean_age_of_acquisition,Women_std_age_of_acquisition,Women_N_age_of_acquisition,Freq(Log10),Freq (1E6),Length,N (%),Grammatical category
pot,pot,3.97,0.47,64,3.17,1.28,64,3.72,1.08,64,4.55,2.08,32,3.94,0.50,32,3.41,1.21,32,3.72,1.20,32,5.56,2.73,16,4.00,0.44,32,2.94,1.32,32,3.72,0.96,32,3.88,1.26,16,1.49,30.62,3,0.0,N
potent,potent,5.06,0.87,64,4.59,1.22,64,5.16,1.06,58,11.37,2.93,31,5.09,0.78,32,4.53,1.32,32,5.14,1.25,29,10.63,3.28,16,5.03,0.97,32,4.66,1.12,32,5.17,0.85,29,12.27,2.22,15,-0.64,0.23,6,3.1,A
potentie,potential,5.48,0.78,64,4.66,1.13,64,5.00,1.02,64,10.68,3.23,32,5.50,0.76,32,4.69,1.15,32,4.88,1.10,32,10.00,3.85,16,5.47,0.80,32,4.63,1.13,32,5.13,0.94,32,11.56,2.34,16,0.26,1.83,8,0.0,N
potig,burly,3.57,1.00,63,4.35,1.26,63,4.63,1.12,62,9.40,2.80,31,3.66,1.00,32,4.35,1.25,31,4.26,1.18,31,9.25,3.42,16,3.48,1.00,31,4.34,1.29,32,5.00,0.93,31,9.87,2.23,15,-0.94,0.11,5,2.2,A
pover,poor,2.78,0.88,55,3.07,1.14,61,2.85,1.17,54,9.84,3.08,25,2.72,0.80,29,3.27,1.26,30,2.96,1.17,28,9.64,3.05,14,2.85,0.97,26,2.87,0.99,31,2.73,1.19,26,10.09,3.24,11,-0.56,0.27,5,12.6,A
praal,splendor,4.98,0.85,63,3.83,1.25,63,4.40,1.22,62,8.89,2.63,29,4.84,0.82,31,3.87,1.15,31,4.19,1.42,31,8.94,3.04,16,5.13,0.87,32,3.78,1.36,32,4.61,0.95,31,9.15,2.30,13,-0.19,0.64,5,3.1,N
praat,talking,4.33,0.86,63,4.50,1.02,64,3.97,1.02,64,4.63,1.92,31,4.06,0.68,31,4.31,1.03,32,3.59,1.04,32,5.40,2.72,15,4.59,0.95,32,4.69,1.00,32,4.34,0.87,32,4.38,1.78,16,2.38,241.83,5,0.9,N
pracht,splendor,5.64,1.03,64,4.25,1.31,64,4.78,1.12,64,7.61,2.60,32,5.59,1.07,32,4.22,1.26,32,4.44,1.32,32,7.25,3.00,16,5.69,1.00,32,4.28,1.37,32,5.13,0.75,32,8.25,2.29,16,0.51,3.27,6,0.0,N
prachtig,wonderful,6.33,0.76,64,4.63,1.37,64,5.22,0.95,64,6.45,1.91,32,6.13,0.75,32,4.78,1.39,32,5.16,0.92,32,6.94,2.49,16,6.53,0.72,32,4.47,1.37,32,5.28,0.99,32,6.38,1.93,16,2.20,159.18,8,0.0,A
prairie,prairie,4.47,0.73,64,3.24,1.27,63,3.97,1.11,58,9.79,3.20,30,4.44,0.76,32,3.16,1.17,32,3.79,1.29,29,10.07,4.11,15,4.50,0.72,32,3.32,1.38,31,4.14,0.88,29,9.80,2.18,15,0.13,1.35,7,4.0,N
praktisch,practical,5.25,0.73,64,4.38,0.92,64,4.61,1.20,64,8.87,2.45,32,5.09,0.69,32,4.44,0.80,32,4.47,1.34,32,8.50,2.97,16,5.41,0.76,32,4.31,1.03,32,4.75,1.05,32,9.56,2.06,16,1.06,11.59,9,0.0,A
prat,proud,4.24,1.02,46,3.76,1.23,45,4.08,1.24,38,11.48,2.81,23,4.20,0.71,25,4.22,1.04,23,3.91,1.34,22,10.73,3.29,11,4.29,1.31,21,3.27,1.24,22,4.31,1.08,16,12.17,2.21,12,-0.34,0.46,4,31.8,A
praten,to talk,5.00,0.89,64,4.79,1.00,63,4.39,1.06,64,4.45,1.84,32,4.78,0.71,32,4.65,1.08,31,4.06,1.16,32,5.06,2.29,16,5.22,1.01,32,4.94,0.91,32,4.72,0.85,32,4.13,1.54,16,2.81,642.27,6,0.4,V
preek,sermon,2.92,1.00,64,4.11,1.35,64,4.45,1.28,64,7.65,2.39,32,2.75,0.88,32,4.13,1.48,32,4.28,1.30,32,8.13,2.92,16,3.09,1.09,32,4.09,1.23,32,4.63,1.26,32,7.50,2.13,16,0.85,7.11,5,0.0,N
prei,leek,4.28,0.70,64,3.14,1.23,64,3.52,1.18,64,6.45,2.87,32,4.25,0.72,32,3.31,1.09,32,3.34,1.23,32,6.31,2.65,16,4.31,0.69,32,2.97,1.36,32,3.69,1.12,32,6.88,3.26,16,-0.56,0.27,4,0.0,N
preken,to preach,2.94,0.91,64,4.53,1.27,64,4.11,1.40,64,7.84,2.22,32,2.84,0.72,32,4.50,1.34,32,3.97,1.56,32,6.75,2.21,16,3.03,1.06,32,4.56,1.22,32,4.25,1.24,32,9.19,1.72,16,0.54,3.45,6,0.0,V
prent,print,4.25,0.85,64,3.53,1.10,64,3.56,0.93,63,6.48,2.66,32,4.19,0.97,32,3.81,1.00,32,3.48,1.00,31,6.81,2.61,16,4.31,0.74,32,3.25,1.14,32,3.63,0.87,32,6.56,3.16,16,0.01,1.03,5,0.4,N
prenten,to imprint,4.33,0.78,64,3.84,1.19,63,3.72,0.86,64,6.50,2.57,31,4.19,0.86,32,3.81,1.01,31,3.56,1.01,32,7.00,3.14,16,4.47,0.67,32,3.88,1.36,32,3.88,0.66,32,6.47,2.61,15,-0.36,0.43,7,0.9,V
pret,fun,6.00,0.84,64,5.42,1.04,64,4.63,1.05,64,5.55,2.00,32,5.88,0.87,32,5.22,1.13,32,4.41,1.04,32,6.25,2.41,16,6.13,0.79,32,5.63,0.91,32,4.84,1.02,32,5.25,2.08,16,0.96,9.03,4,0.0,N
pretentieus,pretentious,2.85,1.26,61,4.46,1.18,61,4.51,1.52,59,11.34,3.37,30,2.88,1.18,32,4.31,1.20,29,4.39,1.52,31,11.19,3.56,16,2.83,1.36,29,4.59,1.16,32,4.64,1.54,28,11.86,3.35,14,-0.06,0.87,11,5.8,A
prettig,nice,6.09,0.68,64,4.64,1.04,64,4.72,1.11,64,6.10,2.48,32,5.91,0.59,32,4.56,1.13,32,4.34,0.94,32,6.75,3.17,16,6.28,0.73,32,4.72,0.96,32,5.09,1.15,32,5.88,2.22,16,1.44,27.37,7,0.0,A
preuts,prudish,2.92,0.76,64,3.02,1.09,64,2.81,1.26,63,10.58,2.23,32,2.94,0.84,32,3.22,1.10,32,2.59,1.27,32,10.63,2.68,16,2.91,0.69,32,2.81,1.06,32,3.03,1.22,31,10.81,2.01,16,0.33,2.13,6,0.4,A
priem,prime,3.57,0.88,61,3.73,1.39,62,4.34,1.33,59,9.79,3.13,29,3.23,0.84,31,3.90,1.12,30,4.17,1.58,30,9.19,3.41,16,3.93,0.78,30,3.56,1.61,32,4.52,1.02,29,11.00,2.94,13,-0.46,0.34,5,5.8,N
priester,priest,3.52,0.91,64,3.28,1.36,64,3.88,1.39,64,6.35,1.78,32,3.41,0.80,32,3.41,1.41,32,3.59,1.48,32,6.25,2.08,16,3.63,1.01,32,3.16,1.32,32,4.16,1.25,32,6.81,1.97,16,1.50,31.42,8,0.0,N
prijs,price,4.50,1.05,64,4.03,1.23,64,4.50,1.14,64,5.29,1.16,32,4.56,1.01,32,4.38,0.98,32,4.03,1.26,32,5.44,2.03,16,4.44,1.11,32,3.69,1.38,32,4.97,0.78,32,5.56,1.21,16,1.94,86.60,5,0.0,N
prik,prick,3.02,0.75,64,4.64,1.04,64,4.34,1.00,64,4.90,1.94,32,3.09,0.69,32,4.69,0.97,32,4.28,0.99,32,5.44,2.68,16,2.94,0.80,32,4.59,1.13,32,4.41,1.01,32,4.81,1.83,16,0.66,4.60,4,0.0,N
prikkelbaar,irritable,2.52,0.69,64,4.91,0.90,64,3.77,1.34,64,9.42,3.17,32,2.66,0.55,32,4.78,0.79,32,4.03,1.23,32,9.50,3.90,16,2.38,0.79,32,5.03,1.00,32,3.50,1.41,32,9.56,2.39,16,0.08,1.21,11,0.0,A
prikkelend,irritant,4.73,1.16,64,5.33,0.82,64,4.80,1.04,64,8.48,2.94,32,4.88,1.04,32,5.22,0.75,32,4.56,1.01,32,8.44,3.39,16,4.59,1.27,32,5.44,0.88,32,5.03,1.03,32,8.75,2.57,16,-0.80,0.16,10,0.0,A
prikken,to prick,2.95,0.74,64,4.88,1.05,64,4.33,1.18,64,5.39,1.38,32,2.97,0.69,32,4.78,1.10,32,4.41,1.13,32,6.00,2.03,16,2.94,0.80,32,4.97,1.00,32,4.25,1.24,32,5.19,1.47,16,0.63,4.23,7,0.0,V
pril,early,4.41,0.83,64,3.55,1.21,64,2.94,1.16,63,9.19,3.17,32,4.22,0.83,32,3.81,1.09,32,2.90,1.22,31,8.88,4.00,16,4.59,0.80,32,3.28,1.28,32,2.97,1.12,32,9.75,2.14,16,-0.60,0.25,4,0.4,A
prins,prince,5.05,0.95,64,4.20,1.30,64,5.13,1.12,64,4.97,1.43,32,4.84,0.77,32,4.28,1.30,32,4.69,1.12,32,5.50,1.75,16,5.25,1.08,32,4.13,1.31,32,5.56,0.95,32,4.69,1.30,16,1.66,45.26,5,0.0,N
pro,pro,5.44,0.83,64,4.47,1.10,64,5.13,1.00,64,9.74,2.93,32,5.44,0.88,32,4.56,1.05,32,5.09,1.15,32,9.25,3.47,16,5.44,0.80,32,4.38,1.16,32,5.16,0.85,32,10.50,2.34,16,0.59,3.86,3,0.0,A
probleem,problem,2.58,0.66,64,4.65,0.94,63,4.19,1.50,64,6.20,1.83,31,2.59,0.71,32,4.55,0.99,31,4.13,1.43,32,6.40,2.53,15,2.56,0.62,32,4.75,0.88,32,4.25,1.59,32,6.38,1.63,16,2.53,341.78,8,0.9,N
productief,productive,5.64,0.63,64,5.47,0.85,64,5.27,0.96,64,10.39,3.03,32,5.50,0.62,32,5.25,0.95,32,5.09,1.06,32,9.88,3.46,16,5.78,0.61,32,5.69,0.69,32,5.44,0.84,32,11.06,2.46,16,0.08,1.19,10,0.0,A
proef,test,3.97,0.82,64,4.20,1.20,64,4.02,1.06,64,6.35,2.17,32,3.94,0.76,32,4.50,0.98,32,3.88,1.10,32,6.19,2.04,16,4.00,0.88,32,3.91,1.33,32,4.16,1.02,32,6.75,2.44,16,1.31,20.44,5,0.0,N
proeven,to taste,4.95,0.84,64,4.27,1.09,64,4.06,0.75,64,5.42,2.13,32,4.91,0.82,32,4.19,1.09,32,3.84,0.68,32,6.44,2.73,16,5.00,0.88,32,4.34,1.10,32,4.28,0.77,32,4.81,1.72,16,1.24,17.27,7,0.0,V
prof,prof,4.64,0.90,64,4.42,1.46,64,5.13,1.18,64,9.68,3.23,32,4.63,0.94,32,4.25,1.46,32,4.84,1.27,32,9.25,3.75,16,4.66,0.87,32,4.59,1.46,32,5.41,1.01,32,10.31,2.63,16,0.54,3.45,4,0.0,N
progressief,progressive,5.20,1.13,64,5.02,1.06,64,5.00,1.25,64,12.06,3.03,32,5.16,0.95,32,4.88,1.07,32,4.72,1.46,32,11.38,3.44,16,5.25,1.30,32,5.16,1.05,32,5.28,0.92,32,13.00,2.48,16,-0.11,0.78,11,0.0,A
prompt,prompt,4.13,0.79,63,4.33,1.23,63,4.32,0.95,62,10.42,2.77,32,4.35,0.66,31,4.52,0.89,31,4.19,1.01,31,10.38,3.72,16,3.91,0.86,32,4.16,1.48,32,4.45,0.89,31,10.81,1.83,16,-0.69,0.21,6,1.8,A
pronken,to show off,4.63,1.19,64,5.14,0.79,64,4.83,1.20,63,8.94,2.97,32,4.53,1.16,32,5.16,0.68,32,4.59,1.29,32,9.44,3.37,16,4.72,1.22,32,5.13,0.91,32,5.06,1.06,31,8.69,2.65,16,0.16,1.44,7,0.4,V
pront,lively,4.56,0.86,34,4.28,0.98,25,4.45,1.00,44,10.08,4.44,13,4.88,0.86,17,4.45,0.82,11,4.13,1.10,23,8.50,4.93,8,4.24,0.75,17,4.14,1.10,14,4.81,0.75,21,12.60,1.95,5,-1.64,0.02,5,48.0,A
prooi,prey,3.06,0.77,64,4.09,1.51,64,2.91,1.59,64,6.81,2.32,32,3.22,0.79,32,4.19,1.31,32,2.72,1.42,32,6.63,2.80,16,2.91,0.73,32,4.00,1.70,32,3.09,1.75,32,7.31,2.09,16,0.89,7.82,5,0.0,N
proost,cheers,5.33,0.69,64,4.38,1.03,64,4.27,1.06,64,7.90,2.87,32,5.28,0.68,32,4.41,0.98,32,3.91,1.03,32,7.75,3.26,16,5.38,0.71,32,4.34,1.10,32,4.63,0.98,32,8.31,2.60,16,1.33,21.43,6,0.0,R
prop,wad,3.41,0.73,64,3.35,1.14,63,3.66,0.98,64,6.26,2.28,32,3.41,0.76,32,3.52,1.00,31,3.75,0.88,32,7.19,2.69,16,3.41,0.71,32,3.19,1.26,32,3.56,1.08,32,5.69,2.02,16,0.38,2.38,4,0.4,N
proper,tidy,5.22,0.66,63,3.61,1.23,64,4.27,1.06,62,8.03,3.35,32,5.22,0.61,32,3.59,0.91,32,3.94,1.05,32,8.44,3.39,16,5.23,0.72,31,3.63,1.50,32,4.63,0.96,30,8.13,3.88,16,0.47,2.93,6,1.3,A
proppen,to shove,3.25,0.64,64,4.75,0.95,63,4.08,1.12,64,7.03,2.81,32,3.41,0.56,32,4.74,0.82,31,4.00,1.22,32,7.69,3.38,16,3.09,0.69,32,4.75,1.08,32,4.16,1.02,32,6.75,2.49,16,0.41,2.58,7,0.4,V
protest,protest,3.14,0.99,64,5.59,0.85,64,5.22,1.23,64,8.87,2.13,32,3.22,0.87,32,5.56,0.84,32,4.88,1.41,32,8.69,2.44,16,3.06,1.11,32,5.63,0.87,32,5.56,0.91,32,9.31,1.99,16,1.01,10.29,7,0.0,N
pruik,wig,3.58,0.77,64,3.16,1.31,64,3.45,1.02,64,6.58,1.78,32,3.63,0.71,32,3.31,1.33,32,3.56,1.05,32,6.69,2.27,16,3.53,0.84,32,3.00,1.30,32,3.34,1.00,32,6.81,1.76,16,0.81,6.52,5,0.0,N
pruim,plum,4.11,0.91,64,3.38,1.19,64,3.25,1.10,64,5.84,1.97,32,3.97,0.82,32,3.59,1.07,32,2.91,1.09,32,6.31,2.52,16,4.25,0.98,32,3.16,1.27,32,3.59,1.01,32,5.81,2.14,16,0.05,1.12,5,0.0,N
psalm,psalm,3.98,0.99,63,2.79,1.10,62,3.78,1.30,64,8.93,3.32,30,3.88,0.87,32,2.97,1.19,30,3.50,1.30,32,8.93,3.41,14,4.10,1.11,31,2.63,1.01,32,4.06,1.27,32,9.19,3.39,16,0.14,1.37,5,2.2,N
psyche,psyche,4.46,1.16,63,4.54,1.45,63,4.81,1.48,64,12.35,3.17,32,4.50,1.14,32,4.35,1.40,31,4.53,1.65,32,11.56,3.60,16,4.42,1.20,31,4.72,1.49,32,5.09,1.25,32,13.44,2.58,16,0.19,1.53,6,0.9,N
pub,pub,4.76,0.93,63,4.89,0.94,64,4.20,0.76,64,10.00,2.83,32,4.84,1.07,31,4.78,0.97,32,4.09,0.93,32,10.00,3.31,16,4.69,0.78,32,5.00,0.92,32,4.31,0.54,32,10.31,2.57,16,0.51,3.22,3,0.4,N
puber,adolescent,3.52,0.96,64,5.20,1.35,64,4.14,1.28,64,8.77,2.36,32,3.44,0.80,32,5.13,1.18,32,3.88,1.34,32,8.81,3.04,16,3.59,1.10,32,5.28,1.51,32,4.41,1.19,32,8.94,1.61,16,0.23,1.72,5,0.0,N
puin,debris,2.61,0.75,64,3.91,1.56,64,4.09,1.31,64,7.48,2.54,32,2.69,0.69,32,3.94,1.54,32,4.09,1.28,32,7.13,2.55,16,2.53,0.80,32,3.88,1.60,32,4.09,1.35,32,8.13,2.68,16,0.83,6.70,4,0.0,N
puinhoop,ruins,2.38,0.70,64,4.73,1.31,63,3.83,1.56,64,7.13,2.06,32,2.41,0.61,32,4.48,1.34,31,3.94,1.54,32,7.56,2.53,16,2.34,0.79,32,4.97,1.26,32,3.72,1.59,32,7.00,1.86,16,1.07,11.80,8,0.4,N
puist,pimple,2.20,0.78,64,3.70,1.35,63,4.00,1.40,63,8.35,2.54,32,2.34,0.79,32,3.71,1.13,31,4.31,1.49,32,8.75,2.79,16,2.06,0.76,32,3.69,1.55,32,3.68,1.25,31,8.19,2.40,16,-0.02,0.96,5,0.9,N
pukkel,pimple,2.34,0.78,64,3.83,1.35,64,3.78,1.30,64,7.74,2.82,32,2.50,0.76,32,4.00,1.30,32,3.72,1.30,32,7.88,3.54,16,2.19,0.78,32,3.66,1.41,32,3.84,1.32,32,7.88,2.13,16,-0.41,0.39,6,0.0,N
pulp,pulp,3.75,0.87,61,3.25,1.19,61,3.32,1.00,62,8.50,2.01,29,3.68,0.83,31,3.57,0.97,30,3.31,0.93,32,8.06,2.49,16,3.83,0.91,30,2.94,1.31,31,3.33,1.09,30,9.62,2.10,13,0.01,1.03,4,4.9,N
punch,punch,4.34,0.96,61,3.95,1.49,60,4.20,1.07,60,11.00,2.81,28,4.31,1.00,32,4.23,1.23,31,4.23,1.12,31,10.36,3.41,14,4.38,0.94,29,3.66,1.70,29,4.17,1.04,29,11.93,2.02,14,0.45,2.84,5,6.7,N
punk,punk,3.66,0.91,64,4.89,1.30,63,4.50,1.14,64,10.03,3.06,32,3.53,0.92,32,5.19,1.06,32,4.28,1.17,32,9.88,3.54,16,3.78,0.91,32,4.58,1.46,31,4.72,1.08,32,10.44,2.66,16,0.00,1.01,4,0.4,N
punt,point,4.05,0.63,64,3.09,1.41,64,4.11,1.21,64,5.23,1.48,32,4.00,0.62,32,3.47,1.32,32,3.88,1.13,32,5.56,2.39,16,4.09,0.64,32,2.72,1.42,32,4.34,1.26,32,5.31,1.25,16,1.87,73.77,4,0.0,N
pup,puppy,5.47,0.93,64,4.64,1.48,64,2.97,1.40,63,5.40,2.04,31,5.25,0.88,32,4.03,1.36,32,2.66,1.43,32,6.07,2.46,15,5.69,0.93,32,5.25,1.37,32,3.29,1.32,31,5.13,2.00,16,0.25,1.78,3,0.9,N
purper,purple,4.22,0.85,60,3.46,1.23,61,4.04,0.98,53,8.64,2.64,28,4.30,0.92,30,3.69,1.07,29,3.92,1.15,25,8.23,1.54,13,4.13,0.78,30,3.25,1.34,32,4.14,0.80,28,9.00,3.34,15,-0.53,0.30,6,9.4,A
put,well,3.36,0.78,64,3.19,1.30,64,3.52,1.25,64,4.93,1.46,31,3.41,0.67,32,3.59,1.29,32,3.41,1.34,32,4.94,2.08,16,3.31,0.90,32,2.78,1.18,32,3.63,1.16,32,5.33,1.50,15,1.07,11.69,3,0.4,N
puur,pure,5.25,0.84,64,3.73,1.43,64,5.02,1.13,64,7.13,2.51,32,5.06,0.76,32,4.06,1.34,32,4.66,1.10,32,7.00,3.31,16,5.44,0.88,32,3.41,1.46,32,5.38,1.07,32,7.56,1.75,16,1.37,23.35,4,0.0,A
puzzel,puzzle,4.69,0.77,64,3.27,1.21,64,3.64,0.98,64,4.19,1.38,32,4.72,0.77,32,3.41,1.07,32,3.56,0.98,32,4.63,2.06,16,4.66,0.79,32,3.13,1.34,32,3.72,0.99,32,4.19,1.56,16,0.72,5.26,6,0.0,N
python,python,3.20,0.93,64,5.03,1.24,63,5.61,1.18,64,9.13,2.90,32,3.19,0.93,32,5.03,1.06,32,5.47,1.46,32,9.25,3.68,16,3.22,0.94,32,5.03,1.43,31,5.75,0.80,32,9.31,2.18,16,0.16,1.44,6,0.4,N
raad,council,4.80,0.84,64,3.88,0.98,64,4.55,0.92,64,7.48,2.13,32,4.72,0.77,32,4.00,0.76,32,4.38,1.10,32,7.50,2.39,16,4.88,0.91,32,3.75,1.16,32,4.72,0.68,32,7.81,2.29,16,1.92,83.01,4,0.0,N
raadsel,riddle,4.45,0.80,64,4.27,1.22,64,4.16,1.18,64,6.35,1.80,32,4.53,0.72,32,4.19,1.20,32,4.03,1.43,32,6.44,2.53,16,4.38,0.87,32,4.34,1.26,32,4.28,0.89,32,6.69,1.70,16,0.97,9.42,7,0.0,N
raaf,raven,3.78,0.68,64,4.17,1.08,64,4.11,1.06,63,6.90,2.54,31,3.78,0.75,32,4.09,0.89,32,3.97,1.05,31,7.13,3.07,16,3.78,0.61,32,4.25,1.24,32,4.25,1.08,32,7.13,2.59,15,0.24,1.74,4,0.9,N
raak,telling,4.58,0.87,64,4.65,1.11,63,4.66,1.07,64,5.68,1.80,32,4.69,0.86,32,4.65,0.98,31,4.41,1.10,32,5.81,2.64,16,4.47,0.88,32,4.66,1.23,32,4.91,1.00,32,5.94,1.44,16,1.92,83.67,4,0.4,A
raam,window,4.33,0.59,64,3.09,1.19,64,3.70,0.97,64,4.42,1.59,32,4.22,0.49,32,3.34,1.21,32,3.47,0.95,32,4.81,1.64,16,4.44,0.67,32,2.84,1.14,32,3.94,0.95,32,4.25,1.73,16,1.85,70.84,4,0.0,N
raap,turnip,3.98,0.59,62,3.41,1.28,63,3.61,0.86,62,7.24,2.79,30,3.88,0.61,32,3.65,1.14,31,3.50,0.95,32,7.38,2.85,16,4.10,0.55,30,3.19,1.38,32,3.73,0.74,30,7.36,2.90,14,0.99,9.86,4,3.1,N
raar,strange,3.23,0.77,64,3.95,1.21,63,3.88,1.00,64,5.52,2.05,32,3.38,0.87,32,3.87,0.99,31,3.84,0.95,32,6.31,2.65,16,3.09,0.64,32,4.03,1.40,32,3.91,1.06,32,5.06,1.57,16,1.93,84.89,4,0.4,A
rabbi,rabbi,3.90,0.84,59,3.42,1.09,59,4.20,1.14,54,10.82,2.54,23,3.84,0.86,31,3.50,0.98,32,3.80,1.19,25,10.09,2.34,11,3.96,0.84,28,3.33,1.21,27,4.55,0.99,29,11.83,2.69,12,0.41,2.56,5,13.0,N
rabbijn,rabbi,3.87,0.86,62,3.56,0.95,62,4.52,1.32,62,10.07,3.22,30,3.81,0.86,32,3.68,1.01,31,4.55,1.50,31,9.27,3.94,15,3.93,0.87,30,3.45,0.89,31,4.48,1.12,31,11.13,2.10,15,0.54,3.48,7,3.6,N
race,race,4.50,0.82,64,6.06,1.11,63,4.91,0.94,64,6.58,2.06,32,4.78,0.75,32,6.10,0.87,31,4.75,1.11,32,6.50,2.63,16,4.22,0.79,32,6.03,1.31,32,5.06,0.72,32,6.88,1.50,16,1.42,26.32,4,0.4,N
racen,to race,4.45,1.08,64,6.23,0.96,64,4.73,1.12,64,6.45,1.84,32,4.75,1.08,32,6.22,0.83,32,4.25,1.27,32,6.94,2.54,16,4.16,1.02,32,6.25,1.08,32,5.22,0.66,32,6.38,1.71,16,0.90,8.00,5,0.0,V
rad,wheel,4.13,0.60,64,4.14,1.31,64,3.89,0.86,64,7.16,2.49,32,4.03,0.69,32,4.06,1.22,32,3.69,0.90,32,7.31,2.82,16,4.22,0.49,32,4.22,1.41,32,4.09,0.78,32,7.38,2.58,16,0.36,2.31,3,0.0,N
radar,radar,4.05,0.52,64,4.02,1.23,64,4.45,0.99,64,9.16,2.42,32,4.13,0.49,32,4.16,1.11,32,4.25,0.98,32,8.63,2.83,16,3.97,0.54,32,3.88,1.34,32,4.66,0.97,32,9.94,1.95,16,1.04,10.84,5,0.0,N
raden,to guess,4.20,0.76,64,4.36,1.06,64,3.47,1.01,64,5.55,1.59,32,4.25,0.76,32,4.19,1.20,32,3.31,1.00,32,6.13,2.53,16,4.16,0.77,32,4.53,0.88,32,3.63,1.01,32,5.38,1.02,16,1.45,28.22,5,0.0,V
radicaal,radical,2.59,0.95,64,5.30,1.22,64,5.59,1.19,64,10.71,3.04,32,2.63,1.13,32,5.31,1.23,32,5.50,1.27,32,10.38,3.54,16,2.56,0.76,32,5.28,1.22,32,5.69,1.12,32,11.31,2.57,16,0.32,2.08,8,0.0,A
radijs,radish,4.28,0.92,64,3.36,1.21,64,3.33,1.16,64,7.16,1.79,32,4.28,0.99,32,3.56,0.91,32,3.09,1.17,32,7.06,1.98,16,4.28,0.85,32,3.16,1.44,32,3.56,1.11,32,7.56,1.97,16,-0.39,0.41,6,0.0,N
radio,radio,4.78,1.03,64,4.38,1.25,64,4.30,1.09,64,4.77,1.56,32,4.59,1.10,32,4.22,1.16,32,4.06,1.16,32,5.31,2.21,16,4.97,0.93,32,4.53,1.34,32,4.53,0.98,32,4.63,1.50,16,1.77,58.70,5,0.0,N
rage,craze,4.06,1.11,64,4.58,1.35,64,4.73,1.35,63,8.77,2.49,32,3.81,1.23,32,4.91,1.03,32,4.91,1.42,32,8.44,2.68,16,4.31,0.93,32,4.25,1.57,32,4.55,1.26,31,9.31,2.33,16,0.12,1.30,4,0.4,N
rail,rail,3.95,0.52,64,3.55,1.32,64,4.19,1.08,63,7.26,2.28,32,4.00,0.51,32,3.94,1.19,32,3.97,1.20,32,7.13,2.83,16,3.91,0.53,32,3.16,1.35,32,4.42,0.89,31,7.69,1.92,16,-0.34,0.46,4,0.4,N
raken,to hit,4.08,0.91,64,4.81,0.96,64,4.36,0.86,64,5.39,1.58,32,4.19,0.82,32,4.81,1.09,32,4.25,0.92,32,5.50,2.31,16,3.97,1.00,32,4.81,0.82,32,4.47,0.80,32,5.69,1.58,16,1.90,79.58,5,0.0,V
raket,rocket,4.00,1.13,64,5.84,1.14,64,5.27,1.04,64,6.19,1.94,32,4.28,1.17,32,5.59,0.98,32,5.13,1.18,32,6.69,2.65,16,3.72,1.02,32,6.09,1.25,32,5.41,0.87,32,6.06,1.57,16,1.17,14.82,5,0.0,N
ram,ram,3.92,0.84,64,4.59,1.09,64,4.70,1.22,64,6.90,2.17,32,3.91,0.89,32,4.66,1.00,32,4.66,1.36,32,6.94,2.64,16,3.94,0.80,32,4.53,1.19,32,4.75,1.08,32,7.19,2.01,16,0.92,8.37,3,0.0,N
rammel,rattle,3.06,0.82,63,4.67,1.10,64,4.09,1.33,64,5.70,2.91,31,2.97,0.87,31,4.69,1.00,32,4.09,1.40,32,6.06,3.17,16,3.16,0.77,32,4.66,1.21,32,4.09,1.28,32,5.80,3.23,15,0.66,4.60,6,0.9,N
rammen,to ram,2.69,0.94,64,5.83,0.92,64,5.22,1.12,64,7.16,2.68,32,2.84,1.02,32,5.88,1.01,32,5.22,1.13,32,7.00,3.31,16,2.53,0.84,32,5.78,0.83,32,5.22,1.13,32,7.69,2.33,16,0.78,5.97,6,0.0,V
ramp,disaster,1.61,0.77,64,6.02,1.02,64,5.42,1.70,64,6.45,1.57,32,1.75,0.84,32,6.06,0.80,32,5.34,1.68,32,6.38,2.19,16,1.47,0.67,32,5.97,1.20,32,5.50,1.74,32,6.88,1.41,16,1.41,25.89,4,0.0,N
ranch,ranch,4.40,0.88,62,4.06,1.41,63,4.44,1.09,59,9.40,2.50,31,4.31,0.82,32,4.16,1.29,31,4.23,1.31,31,9.13,2.64,15,4.50,0.94,30,3.97,1.53,32,4.68,0.72,28,9.94,2.57,16,1.05,11.30,5,4.0,N
rand,edge,3.69,0.69,64,3.42,1.22,64,3.69,1.02,64,6.06,2.49,32,3.72,0.68,32,3.66,0.90,32,3.75,1.05,32,6.88,2.92,16,3.66,0.70,32,3.19,1.45,32,3.63,1.01,32,5.63,2.31,16,1.28,19.12,4,0.0,N
rang,rank,3.83,0.79,64,3.69,1.28,64,4.59,1.21,63,8.32,2.36,32,4.06,0.76,32,4.03,1.06,32,4.77,1.12,31,8.25,2.52,16,3.59,0.76,32,3.34,1.41,32,4.41,1.29,32,8.69,2.47,16,0.96,9.19,4,0.4,N
